valid_time,u100,v100,fg10,d2m,t2m,sp,ssrd,strd,tp,latitude,longitude
2023-01-01 00:00:00,-3.8503113,-12.118256,14.880901,281.3108,286.38315,102562.13,102464.0,1.2891845e+06,0.0,25.0,119.0
2023-01-01 01:00:00,-4.497345,-12.033493,15.028742,281.41974,286.23376,102535.22,294912.0,1.2969035e+06,0.0,25.0,119.0
2023-01-01 02:00:00,-4.738327,-12.393097,15.591274,281.60565,287.01086,102584.91,692032.0,1.2810728e+06,0.0,25.0,119.0
2023-01-01 03:00:00,-4.685318,-12.509857,15.752432,281.85657,287.32428,102548.8,1.115584e+06,1.2725758e+06,0.0,25.0,119.0
2023-01-01 04:00:00,-4.4101562,-12.420197,15.627876,282.1797,287.54456,102449.36,1.266496e+06,1.2859032e+06,0.0,25.0,119.0
2023-01-01 05:00:00,-5.106781,-12.126038,15.717088,282.55273,288.1634,102341.05,1.210112e+06,1.2655054e+06,0.0,25.0,119.0
2023-01-01 06:00:00,-5.2913055,-11.8845825,15.528206,282.78918,288.3679,102263.47,1.008832e+06,1.2701268e+06,0.0,25.0,119.0
2023-01-01 07:00:00,-5.402817,-11.7556,14.365352,282.88208,288.35144,102229.76,647104.0,1.279653e+06,0.0,25.0,119.0
2023-01-01 08:00:00,-5.3368225,-11.668015,13.926739,282.8542,288.02396,102236.375,457216.0,1.2840484e+06,0.0,25.0,119.0
2023-01-01 09:00:00,-5.783249,-12.154404,14.115036,282.75366,287.82068,102286.89,172160.0,1.2873498e+06,0.0,25.0,119.0
2023-01-01 10:00:00,-5.355057,-12.103012,14.620122,282.57498,287.1622,102372.55,7808.0,1.2895182e+06,0.0,25.0,119.0
2023-01-01 11:00:00,-5.6530914,-12.555603,15.017933,282.66113,287.0788,102388.94,0.0,1.3139738e+06,0.0,25.0,119.0
2023-01-01 12:00:00,-5.389633,-12.639206,15.19719,282.75607,287.00616,102438.31,0.0,1.3204045e+06,0.0,25.0,119.0
2023-01-01 13:00:00,-4.3953705,-13.129364,15.069947,282.75977,287.08853,102426.2,0.0,1.3195182e+06,0.0,25.0,119.0
2023-01-01 14:00:00,-3.8502655,-13.181793,14.921976,282.79724,287.09827,102473.92,0.0,1.310497e+06,0.0,25.0,119.0
2023-01-01 15:00:00,-4.1713715,-12.789734,14.598306,282.79684,287.13135,102491.234,0.0,1.2892838e+06,0.0,25.0,119.0
2023-01-01 16:00:00,-4.4685364,-12.451218,14.2244835,282.88312,287.19647,102463.016,0.0,1.2720152e+06,0.0,25.0,119.0
2023-01-01 17:00:00,-4.6994324,-12.3580475,13.969412,282.85577,287.16193,102382.72,0.0,1.2654475e+06,0.0,25.0,119.0
2023-01-01 18:00:00,-4.8743744,-12.403,13.5704,282.89557,287.0795,102344.53,0.0,1.218751e+06,4.7683716e-07,25.0,119.0
2023-01-01 19:00:00,-4.734619,-12.3576355,13.432459,282.9579,287.12628,102345.06,0.0,1.3031108e+06,0.00012302399,25.0,119.0
2023-01-01 20:00:00,-4.961548,-12.507706,13.601014,282.9531,287.17456,102312.2,0.0,1.2567182e+06,1.9073486e-06,25.0,119.0
2023-01-01 21:00:00,-5.269333,-12.525177,13.613812,282.98004,287.2153,102336.055,0.0,1.2385174e+06,2.861023e-06,25.0,119.0
2023-01-01 22:00:00,-4.2622833,-12.05748,14.059633,283.33246,287.5073,102392.4,0.0,1.233883e+06,9.536743e-07,25.0,119.0
2023-01-01 23:00:00,-4.6186676,-11.900223,14.033037,283.2917,287.4477,102472.28,1472.0,1.1694405e+06,2.3841858e-06,25.0,119.0
2023-01-02 00:00:00,-4.1966705,-11.9422,13.872393,283.1999,287.57504,102526.36,219776.0,1.230499e+06,6.198883e-06,25.0,119.0
2023-01-02 01:00:00,-4.678055,-11.993042,14.200297,283.17926,287.6219,102544.55,554304.0,1.2757212e+06,1.04904175e-05,25.0,119.0
2023-01-02 02:00:00,-5.832016,-11.882446,15.019768,283.06647,287.9804,102559.19,940800.0,1.2928118e+06,2.3841858e-06,25.0,119.0
2023-01-02 03:00:00,-6.248413,-11.857819,15.249167,283.1659,287.92413,102477.59,1.266368e+06,1.3004862e+06,0.0,25.0,119.0
2023-01-02 04:00:00,-6.374283,-11.755722,15.435733,283.18372,287.9192,102417.35,1.735104e+06,1.2145355e+06,4.7683716e-07,25.0,119.0
2023-01-02 05:00:00,-6.3494263,-11.492538,15.394325,283.2812,288.11133,102308.33,1.79136e+06,1.2188114e+06,0.0,25.0,119.0
2023-01-02 06:00:00,-6.093582,-11.17215,14.934209,283.37775,288.10516,102239.266,1.580928e+06,1.2640066e+06,0.0,25.0,119.0
2023-01-02 07:00:00,-5.809738,-11.026794,14.14754,283.3678,288.0061,102204.33,1.147584e+06,1.2848068e+06,1.335144e-05,25.0,119.0
2023-01-02 08:00:00,-5.7511444,-11.00618,14.0156555,283.27606,287.56183,102236.695,653056.0,1.284807e+06,2.5749207e-05,25.0,119.0
2023-01-02 09:00:00,-5.4557495,-11.250488,13.859988,283.2383,287.33234,102301.36,206528.0,1.331317e+06,7.6293945e-05,25.0,119.0
2023-01-02 10:00:00,-5.6335144,-11.388718,14.020511,283.1762,287.02206,102420.055,11648.0,1.2989751e+06,8.4877014e-05,25.0,119.0
2023-01-02 11:00:00,-6.135559,-12.156891,14.565815,283.07758,286.92523,102450.86,0.0,1.3244008e+06,7.4863434e-05,25.0,119.0
2023-01-02 12:00:00,-6.0901184,-12.198776,14.888807,282.96228,286.8006,102515.58,0.0,1.3187884e+06,8.010864e-05,25.0,119.0
2023-01-02 13:00:00,-6.162216,-11.708832,14.790258,282.8275,286.6928,102568.33,0.0,1.3059748e+06,7.2956085e-05,25.0,119.0
2023-01-02 14:00:00,-6.2216797,-11.319,15.077577,282.6103,286.39703,102548.6,0.0,1.3189119e+06,4.9114227e-05,25.0,119.0
2023-01-02 15:00:00,-6.3146667,-10.993759,15.135686,282.35217,286.16052,102550.59,0.0,1.3154208e+06,1.4781952e-05,25.0,119.0
2023-01-02 16:00:00,-6.1250305,-10.810211,15.05046,282.18616,286.01978,102560.92,0.0,1.31571e+06,4.7683716e-05,25.0,119.0
2023-01-02 17:00:00,-5.7040863,-10.638535,14.654972,281.9315,285.7481,102540.22,0.0,1.2745185e+06,5.4836273e-05,25.0,119.0
2023-01-02 18:00:00,-5.919632,-10.525574,14.352459,281.7589,285.6759,102488.61,0.0,1.294622e+06,1.859665e-05,25.0,119.0
2023-01-02 19:00:00,-6.3040466,-10.544235,13.2887535,281.60126,285.66586,102447.516,0.0,1.237995e+06,7.6293945e-06,25.0,119.0
2023-01-02 20:00:00,-6.7653503,-10.406891,13.521583,281.544,285.4775,102402.4,0.0,1.2388672e+06,0.0,25.0,119.0
2023-01-02 21:00:00,-6.5784607,-10.406769,13.8982315,281.4736,285.44165,102396.75,0.0,1.2078958e+06,9.536743e-07,25.0,119.0
2023-01-02 22:00:00,-4.8247833,-10.646393,13.994122,281.8114,285.44946,102468.47,0.0,1.1944415e+06,1.335144e-05,25.0,119.0
2023-01-02 23:00:00,-4.26268,-10.967957,13.985013,281.77753,285.59842,102548.81,960.0,1.2797189e+06,1.9550323e-05,25.0,119.0
2023-01-03 00:00:00,-4.9421997,-10.403046,13.8793955,281.80188,285.65936,102603.445,112640.0,1.2959601e+06,2.670288e-05,25.0,119.0
2023-01-03 01:00:00,-5.708832,-10.159241,13.952367,281.78082,285.581,102625.79,292672.0,1.2978325e+06,6.341934e-05,25.0,119.0
2023-01-03 02:00:00,-6.067581,-10.771805,15.156388,281.78424,285.88733,102695.3,670912.0,1.2482562e+06,9.1552734e-05,25.0,119.0
2023-01-03 03:00:00,-6.432007,-11.146362,15.691936,281.76727,285.59784,102643.46,870656.0,1.2478506e+06,7.43866e-05,25.0,119.0
2023-01-03 04:00:00,-6.9495087,-11.398621,16.5706,281.7411,285.79993,102558.59,1.239488e+06,1.2760295e+06,1.5258789e-05,25.0,119.0
2023-01-03 05:00:00,-7.425308,-11.534317,16.766882,281.62946,286.07736,102443.58,1.460544e+06,1.2533509e+06,0.0,25.0,119.0
2023-01-03 06:00:00,-7.0123596,-11.271378,16.331049,281.5384,285.63004,102401.81,989696.0,1.2598896e+06,4.7683716e-07,25.0,119.0
2023-01-03 07:00:00,-7.0478516,-11.099548,15.947122,281.46582,285.79666,102375.22,958912.0,1.2408205e+06,1.1444092e-05,25.0,119.0
2023-01-03 08:00:00,-7.237488,-11.094879,15.675623,281.4217,285.46228,102382.47,557760.0,1.2753791e+06,3.8146973e-06,25.0,119.0
2023-01-03 09:00:00,-7.08873,-11.277298,15.607283,281.4267,285.26025,102412.625,241344.0,1.2576105e+06,8.583069e-06,25.0,119.0
2023-01-03 10:00:00,-6.923401,-11.318588,15.544599,281.46118,285.0818,102507.41,13376.0,1.238081e+06,9.536743e-06,25.0,119.0
2023-01-03 11:00:00,-7.0950317,-11.451004,15.529782,281.36288,284.9176,102516.94,0.0,1.2633692e+06,8.583069e-06,25.0,119.0
2023-01-03 12:00:00,-7.181488,-11.480103,15.76763,281.32086,284.89685,102577.1,0.0,1.2672242e+06,9.059906e-06,25.0,119.0
2023-01-03 13:00:00,-7.2143707,-11.493469,16.044563,281.26703,284.90594,102590.59,0.0,1.2793395e+06,4.2915344e-06,25.0,119.0
2023-01-03 14:00:00,-7.025757,-11.489883,15.907818,281.1883,284.85052,102607.47,0.0,1.284327e+06,7.1525574e-06,25.0,119.0
2023-01-03 15:00:00,-6.6705017,-11.624023,15.786406,281.1485,284.76044,102590.53,0.0,1.2686088e+06,5.722046e-06,25.0,119.0
2023-01-03 16:00:00,-6.313797,-11.807159,15.65136,281.0938,284.722,102584.05,0.0,1.2575798e+06,6.198883e-06,25.0,119.0
2023-01-03 17:00:00,-5.9946136,-11.447205,15.537252,281.03238,284.68097,102540.414,0.0,1.2692458e+06,5.722046e-06,25.0,119.0
2023-01-03 18:00:00,-5.975876,-11.281311,15.353732,280.94092,284.66583,102514.72,0.0,1.2579831e+06,5.722046e-06,25.0,119.0
2023-01-03 19:00:00,-5.9779663,-11.453354,14.3959255,280.90118,284.65747,102475.97,0.0,1.2569708e+06,7.009506e-05,25.0,119.0
2023-01-03 20:00:00,-5.8761444,-11.659012,14.778075,280.83673,284.58246,102477.234,0.0,1.293306e+06,9.584427e-05,25.0,119.0
2023-01-03 21:00:00,-6.0614624,-11.850311,14.890386,280.75848,284.51776,102475.234,0.0,1.2816845e+06,0.00010251999,25.0,119.0
2023-01-03 22:00:00,-6.130829,-11.605011,14.813292,280.65326,284.65686,102505.44,0.0,1.2710728e+06,4.8160553e-05,25.0,119.0
2023-01-03 23:00:00,-6.398041,-11.713882,15.102882,280.68707,284.75552,102538.61,512.0,1.2899909e+06,4.1484833e-05,25.0,119.0
2023-01-04 00:00:00,-6.064865,-11.629715,15.54222,280.77838,284.8233,102612.45,101888.0,1.2949698e+06,3.1471252e-05,25.0,119.0
2023-01-04 01:00:00,-6.4921875,-11.546692,15.840501,281.0371,284.94324,102604.625,310528.0,1.2836535e+06,2.527237e-05,25.0,119.0
2023-01-04 02:00:00,-7.2941895,-11.59343,16.325712,281.39984,286.01666,102600.266,758208.0,1.2387405e+06,0.0,25.0,119.0
2023-01-04 03:00:00,-6.9202423,-11.365692,16.687246,281.56454,286.18433,102554.516,1.139968e+06,1.2476558e+06,0.0,25.0,119.0
2023-01-04 04:00:00,-6.5502014,-11.109207,16.885715,281.71957,286.50082,102505.22,1.623488e+06,1.2599998e+06,0.0,25.0,119.0
2023-01-04 05:00:00,-7.2769012,-11.205414,16.476788,281.9188,287.09436,102389.71,1.912384e+06,1.2248552e+06,0.0,25.0,119.0
2023-01-04 06:00:00,-6.8765717,-11.422882,16.214237,282.15314,287.34235,102331.46,2.019264e+06,1.1270466e+06,0.0,25.0,119.0
2023-01-04 07:00:00,-6.835266,-11.694641,15.819668,282.25836,287.30292,102284.69,1.171968e+06,1.2485664e+06,0.0,25.0,119.0
2023-01-04 08:00:00,-5.562668,-11.31337,15.996961,282.3145,286.81445,102322.45,585792.0,1.2651632e+06,0.0,25.0,119.0
2023-01-04 09:00:00,-4.3714294,-11.066544,14.81675,282.28955,286.5239,102331.94,220480.0,1.2990268e+06,0.0,25.0,119.0
2023-01-04 10:00:00,-3.0248718,-10.962082,13.743833,281.9746,286.26743,102393.45,13312.0,1.2894768e+06,0.0,25.0,119.0
2023-01-04 11:00:00,-2.5718994,-11.745712,13.612312,281.96765,286.27844,102432.94,0.0,1.2900882e+06,4.7683716e-07,25.0,119.0
2023-01-04 12:00:00,-2.4791107,-11.884949,13.4860325,281.98404,286.3524,102477.016,0.0,1.2705805e+06,0.0,25.0,119.0
2023-01-04 13:00:00,-2.5923004,-11.896744,13.52585,282.0236,286.4281,102467.8,0.0,1.2488621e+06,0.0,25.0,119.0
2023-01-04 14:00:00,-2.92247,-11.425674,13.293942,282.16235,286.48474,102480.81,0.0,1.2471985e+06,4.7683716e-07,25.0,119.0
2023-01-04 15:00:00,-3.3361053,-11.382462,13.175455,282.21887,286.52106,102486.57,0.0,1.2387249e+06,0.0,25.0,119.0
2023-01-04 16:00:00,-3.2211761,-11.3997345,12.96332,282.2481,286.5628,102476.59,0.0,1.2097872e+06,0.0,25.0,119.0
