valid_time,u100,v100,fg10,d2m,t2m,sp,ssrd,strd,tp,latitude,longitude
2023-01-01 00:00:00,-10.044647,-10.67099,15.835003,284.81665,288.92026,102477.13,44352.0,1.3623685e+06,0.00012779236,23.0,117.0
2023-01-01 01:00:00,-9.427032,-10.459274,15.778742,284.9256,289.04236,102475.22,94208.0,1.3680395e+06,2.3841858e-05,23.0,117.0
2023-01-01 02:00:00,-8.976608,-10.420441,15.752407,285.0705,289.1339,102505.91,155008.0,1.3721128e+06,1.9073486e-06,23.0,117.0
2023-01-01 03:00:00,-9.262466,-10.701263,15.984854,285.20227,289.15045,102457.8,254016.0,1.3705278e+06,2.3841858e-06,23.0,117.0
2023-01-01 04:00:00,-8.989258,-10.88504,16.184517,285.33203,289.15198,102380.36,355904.0,1.3741272e+06,2.3841858e-06,23.0,117.0
2023-01-01 05:00:00,-8.617523,-10.473694,16.46025,285.4746,289.17316,102282.05,407424.0,1.3739214e+06,0.0,23.0,117.0
2023-01-01 06:00:00,-8.323532,-9.898254,16.412971,285.56067,289.36594,102200.47,463552.0,1.3775828e+06,9.536743e-06,23.0,117.0
2023-01-01 07:00:00,-8.307114,-9.225327,14.522578,285.71216,289.60925,102173.76,498240.0,1.368389e+06,0.0,23.0,117.0
2023-01-01 08:00:00,-8.453033,-8.580124,13.913067,285.94598,289.7681,102170.375,214784.0,1.3764324e+06,0.0,23.0,117.0
2023-01-01 09:00:00,-8.99028,-8.368271,13.534958,286.1482,289.91248,102180.89,113088.0,1.3810778e+06,0.0,23.0,117.0
2023-01-01 10:00:00,-8.488846,-7.559067,13.801763,286.2664,290.11533,102253.55,11904.0,1.3804302e+06,0.0,23.0,117.0
2023-01-01 11:00:00,-9.140396,-7.911072,14.423206,286.36426,290.09247,102316.94,0.0,1.3785818e+06,0.0,23.0,117.0
2023-01-01 12:00:00,-9.70018,-8.28862,15.190354,286.39084,290.06866,102371.31,0.0,1.3786765e+06,0.0,23.0,117.0
2023-01-01 13:00:00,-9.720566,-9.345184,15.649049,286.33398,289.9733,102371.2,0.0,1.3628142e+06,0.0,23.0,117.0
2023-01-01 14:00:00,-9.791672,-9.855621,16.067484,286.28552,289.8385,102430.92,0.0,1.380801e+06,4.7683716e-07,23.0,117.0
