valid_time,u100,v100,fg10,d2m,t2m,sp,ssrd,strd,tp,latitude,longitude
2023-01-01 00:00:00,-5.4528503,-11.024506,14.524456,283.23267,287.83432,102320.13,53696.0,1.2950725e+06,9.536743e-07,24.0,118.0
2023-01-01 01:00:00,-5.776642,-10.637009,14.619562,283.30255,287.91345,102291.22,291072.0,1.3006795e+06,0.0,24.0,118.0
2023-01-01 02:00:00,-6.236374,-10.641144,14.405727,283.39667,288.05774,102336.91,461824.0,1.2915688e+06,0.0,24.0,118.0
2023-01-01 03:00:00,-6.9235992,-10.716888,14.732901,283.61243,288.2364,102306.8,711936.0,1.2918078e+06,0.0,24.0,118.0
2023-01-01 04:00:00,-7.104492,-10.564728,14.712837,283.86914,288.4723,102213.36,464768.0,1.3333272e+06,0.0,24.0,118.0
2023-01-01 05:00:00,-7.138031,-10.098694,14.205369,284.1836,288.74738,102096.05,353472.0,1.3502414e+06,2.3841858e-06,24.0,118.0
2023-01-01 06:00:00,-7.269821,-9.992981,13.312386,284.6134,288.98898,102002.47,312576.0,1.3593428e+06,4.7683716e-06,24.0,118.0
2023-01-01 07:00:00,-7.7250824,-9.916733,12.962031,284.81372,289.18542,101957.76,339200.0,1.353285e+06,0.0,24.0,118.0
2023-01-01 08:00:00,-8.26651,-10.166061,13.411114,284.98114,289.26224,101952.375,190272.0,1.3573284e+06,0.0,24.0,118.0
2023-01-01 09:00:00,-8.428757,-10.388779,13.783981,285.07007,289.19568,101986.89,89344.0,1.3607578e+06,9.536743e-07,24.0,118.0
2023-01-01 10:00:00,-8.709549,-9.618637,14.347661,285.00076,289.10165,102063.55,6400.0,1.3594062e+06,3.8146973e-06,24.0,118.0
2023-01-01 11:00:00,-8.773209,-10.729431,14.647816,285.042,288.90497,102105.94,0.0,1.3597338e+06,5.2452087e-06,24.0,118.0
2023-01-01 12:00:00,-7.9384613,-11.2339325,14.771409,284.84982,288.72882,102167.31,0.0,1.3582925e+06,6.198883e-06,24.0,118.0
2023-01-01 13:00:00,-6.99205,-11.20163,14.753541,284.72266,288.58463,102189.2,0.0,1.3527022e+06,5.722046e-06,24.0,118.0
2023-01-01 14:00:00,-6.679367,-10.814606,14.717875,284.6781,288.56116,102258.92,0.0,1.365025e+06,3.33786e-06,24.0,118.0
2023-01-01 15:00:00,-6.637192,-10.64032,14.433267,284.76364,288.4829,102261.234,0.0,1.3601638e+06,0.00019788742,24.0,118.0
2023-01-01 16:00:00,-6.788849,-10.526413,13.8182335,284.9046,288.3449,102221.016,0.0,1.3235032e+06,0.00016880035,24.0,118.0
2023-01-01 17:00:00,-6.9943542,-10.116837,13.623709,284.8968,288.44122,102161.72,0.0,1.3218315e+06,7.1525574e-06,24.0,118.0
2023-01-01 18:00:00,-6.9280853,-10.227219,12.865322,284.92487,288.38223,102118.53,0.0,1.290527e+06,0.00016307831,24.0,118.0
2023-01-01 19:00:00,-6.463135,-10.277557,12.128748,284.93835,288.33722,102113.06,0.0,1.3391748e+06,0.00019359589,24.0,118.0
2023-01-01 20:00:00,-6.3345947,-10.570206,12.092225,284.90817,288.40112,102071.2,0.0,1.3388942e+06,0.00010585785,24.0,118.0
2023-01-01 21:00:00,-6.2595673,-10.263458,12.086957,284.8902,288.48874,102096.055,0.0,1.2933974e+06,3.33786e-06,24.0,118.0
2023-01-01 22:00:00,-5.2281036,-9.337753,11.960512,285.1762,288.86276,102165.4,0.0,1.301691e+06,2.861023e-06,24.0,118.0
2023-01-01 23:00:00,-5.483902,-9.813309,12.085772,285.17645,288.85004,102253.28,512.0,1.2767365e+06,1.4305115e-06,24.0,118.0
2023-01-02 00:00:00,-6.0208893,-10.375793,12.629229,285.12567,288.8856,102268.36,209088.0,1.255299e+06,9.536743e-07,24.0,118.0
2023-01-02 01:00:00,-6.7122345,-10.9383545,13.085063,285.08356,289.02423,102255.55,729664.0,1.2342812e+06,9.536743e-07,24.0,118.0
2023-01-02 02:00:00,-7.276352,-10.771118,14.450432,285.086,289.2812,102292.19,1.210048e+06,1.2495478e+06,0.0,24.0,118.0
2023-01-02 03:00:00,-7.3831787,-10.287506,14.456687,285.23816,289.4261,102235.59,1.637824e+06,1.2533182e+06,0.0,24.0,118.0
2023-01-02 04:00:00,-7.818619,-9.857285,14.273623,285.4298,289.6692,102178.35,1.947072e+06,1.2301835e+06,0.0,24.0,118.0
2023-01-02 05:00:00,-8.202942,-9.431992,14.106239,285.5429,289.67383,102046.33,1.860736e+06,1.2811474e+06,0.0,24.0,118.0
2023-01-02 06:00:00,-8.45784,-8.924103,13.565557,285.64532,289.7243,101973.266,1.862912e+06,1.2242946e+06,4.7683716e-07,24.0,118.0
2023-01-02 07:00:00,-8.812668,-8.893982,12.403888,285.71545,289.71704,101944.33,1.470784e+06,1.1930308e+06,9.536743e-07,24.0,118.0
2023-01-02 08:00:00,-9.124191,-9.0403595,12.700714,285.73114,289.64972,101951.695,1.03264e+06,1.210567e+06,4.7683716e-07,24.0,118.0
2023-01-02 09:00:00,-9.1276245,-9.680176,13.278445,285.66995,289.471,101980.36,479488.0,1.213205e+06,0.0,24.0,118.0
2023-01-02 10:00:00,-8.995819,-9.705124,14.074222,285.62347,289.1451,102091.055,36032.0,1.2083831e+06,0.0,24.0,118.0
2023-01-02 11:00:00,-9.338684,-10.391266,14.887104,285.53656,288.9018,102147.86,0.0,1.2029288e+06,0.0,24.0,118.0
2023-01-02 12:00:00,-9.38504,-10.650925,14.850233,285.35095,288.64044,102234.58,0.0,1.2305964e+06,0.0,24.0,118.0
2023-01-02 13:00:00,-9.383896,-10.457855,15.314184,285.05798,288.3764,102290.33,0.0,1.2169828e+06,0.0,24.0,118.0
2023-01-02 14:00:00,-9.021484,-10.420563,15.439881,284.74896,288.1607,102273.6,0.0,1.2330879e+06,0.0,24.0,118.0
2023-01-02 15:00:00,-8.852753,-10.611923,15.344182,284.48303,287.96716,102268.59,0.0,1.2446048e+06,0.0,24.0,118.0
2023-01-02 16:00:00,-8.901398,-10.7760315,15.17839,284.25256,287.82837,102279.92,0.0,1.24803e+06,4.7683716e-07,24.0,118.0
2023-01-02 17:00:00,-8.753891,-10.745956,15.037785,284.01743,287.69342,102248.22,0.0,1.2501025e+06,4.7683716e-07,24.0,118.0
2023-01-02 18:00:00,-8.693069,-10.28241,14.9628105,283.8058,287.5431,102202.61,0.0,1.260542e+06,0.0,24.0,118.0
2023-01-02 19:00:00,-8.704437,-9.910446,14.690121,283.61884,287.45297,102170.516,0.0,1.276299e+06,0.0,24.0,118.0
2023-01-02 20:00:00,-8.727264,-9.598297,14.571387,283.43073,287.36032,102156.4,0.0,1.2625792e+06,0.0,24.0,118.0
2023-01-02 21:00:00,-8.33725,-9.361847,14.502724,283.29977,287.26587,102152.75,0.0,1.2478958e+06,0.0,24.0,118.0
2023-01-02 22:00:00,-6.5904083,-8.57608,14.361309,283.5282,287.30298,102219.47,0.0,1.2443935e+06,4.7683716e-07,24.0,118.0
2023-01-02 23:00:00,-5.722641,-8.678894,13.942044,283.4709,287.31326,102305.81,640.0,1.2398469e+06,8.106232e-06,24.0,118.0
2023-01-03 00:00:00,-6.2420044,-8.397186,13.532716,283.50305,287.3996,102366.445,163136.0,1.2504241e+06,7.1525574e-06,24.0,118.0
2023-01-03 01:00:00,-7.2430115,-8.002991,13.5334215,283.52887,287.59662,102359.79,627840.0,1.2414485e+06,4.7683716e-07,24.0,118.0
2023-01-03 02:00:00,-7.7209015,-8.3528595,13.900529,283.53033,287.81506,102404.3,1.429504e+06,1.1961602e+06,0.0,24.0,118.0
2023-01-03 03:00:00,-8.096069,-8.781128,14.686076,283.57196,287.9787,102356.46,1.854208e+06,1.1657706e+06,0.0,24.0,118.0
2023-01-03 04:00:00,-8.680954,-8.929871,15.154585,283.6864,287.964,102289.59,2.050816e+06,1.2140775e+06,0.0,24.0,118.0
2023-01-03 05:00:00,-9.231949,-9.044083,15.096959,283.69,288.0129,102172.58,2.085312e+06,1.2040069e+06,0.0,24.0,118.0
2023-01-03 06:00:00,-9.772125,-9.755753,15.974604,283.65753,288.09488,102102.81,1.800832e+06,1.2072496e+06,0.0,24.0,118.0
2023-01-03 07:00:00,-9.624023,-10.015564,15.71177,283.81348,287.90408,102070.22,1.158016e+06,1.2346445e+06,0.0,24.0,118.0
2023-01-03 08:00:00,-9.261902,-10.052887,15.684412,283.75568,287.5619,102072.47,823168.0,1.2472511e+06,3.8146973e-06,24.0,118.0
2023-01-03 09:00:00,-8.988144,-9.871048,15.450056,283.63177,287.3247,102104.625,363520.0,1.2369705e+06,3.0040741e-05,24.0,118.0
2023-01-03 10:00:00,-8.611877,-9.185776,15.497724,283.7932,287.19507,102208.41,31552.0,1.240225e+06,2.7656555e-05,24.0,118.0
2023-01-03 11:00:00,-9.586243,-9.938309,16.159666,283.63632,286.94495,102213.94,0.0,1.2672732e+06,1.04904175e-05,24.0,118.0
2023-01-03 12:00:00,-10.002777,-10.56311,16.651419,283.4322,286.72888,102279.1,0.0,1.2702962e+06,1.4305115e-06,24.0,118.0
2023-01-03 13:00:00,-9.800308,-10.938782,16.955696,283.3139,286.55243,102302.59,0.0,1.2997235e+06,0.0,24.0,118.0
2023-01-03 14:00:00,-9.638062,-11.08754,17.232037,283.23517,286.41888,102327.47,0.0,1.268263e+06,0.0,24.0,118.0
2023-01-03 15:00:00,-9.2164,-11.024414,17.200468,283.1114,286.36005,102325.53,0.0,1.2794888e+06,0.0,24.0,118.0
2023-01-03 16:00:00,-8.752274,-11.015167,17.095695,283.002,286.31573,102322.05,0.0,1.2765878e+06,4.7683716e-07,24.0,118.0
2023-01-03 17:00:00,-8.622543,-11.018494,16.644674,282.8976,286.21808,102271.414,0.0,1.2663658e+06,3.8146973e-06,24.0,118.0
2023-01-03 18:00:00,-8.644821,-10.981506,16.492403,282.85693,286.201,102238.72,0.0,1.2654391e+06,1.4305115e-06,24.0,118.0
2023-01-03 19:00:00,-8.4730835,-11.01976,15.887136,282.82306,286.1516,102204.97,0.0,1.2506668e+06,1.0967255e-05,24.0,118.0
2023-01-03 20:00:00,-8.13884,-11.134598,15.721435,282.8133,286.2387,102209.234,0.0,1.302234e+06,3.6239624e-05,24.0,118.0
2023-01-03 21:00:00,-8.191345,-11.066132,15.572026,282.82294,286.2248,102206.234,0.0,1.3109645e+06,4.4345856e-05,24.0,118.0
2023-01-03 22:00:00,-8.196259,-10.373566,15.672667,282.59076,286.0846,102223.44,0.0,1.3238728e+06,7.4863434e-05,24.0,118.0
2023-01-03 23:00:00,-8.051361,-10.349625,16.048195,282.6441,286.1149,102270.61,256.0,1.3225349e+06,0.0001411438,24.0,118.0
2023-01-04 00:00:00,-7.7377167,-10.46077,16.197493,282.71588,286.17877,102357.45,67584.0,1.3293058e+06,0.0002040863,24.0,118.0
2023-01-04 01:00:00,-8.063477,-10.106262,16.166672,282.80078,286.30457,102355.625,287488.0,1.3244855e+06,0.00033950806,24.0,118.0
2023-01-04 02:00:00,-8.204346,-9.939133,15.915557,282.95062,286.48932,102363.266,649344.0,1.3206925e+06,0.00047779083,24.0,118.0
2023-01-04 03:00:00,-8.163406,-10.03952,15.543691,283.06845,286.70776,102305.516,812864.0,1.2881358e+06,0.00032377243,24.0,118.0
2023-01-04 04:00:00,-8.475983,-10.122879,15.246067,283.18832,287.20004,102245.22,990848.0,1.3160318e+06,5.9604645e-05,24.0,118.0
2023-01-04 05:00:00,-8.690964,-9.813812,15.431866,283.37387,287.526,102142.71,1.005248e+06,1.3073832e+06,9.536743e-07,24.0,118.0
2023-01-04 06:00:00,-8.903915,-9.876984,15.530643,283.57306,287.8853,102082.46,1.027968e+06,1.3173826e+06,0.0,24.0,118.0
2023-01-04 07:00:00,-8.57843,-9.905579,14.887051,283.7896,288.18573,102021.69,1.2768e+06,1.2138784e+06,9.536743e-07,24.0,118.0
2023-01-04 08:00:00,-8.348801,-10.25087,14.774304,283.9278,288.34766,102029.45,932544.0,1.2127152e+06,3.33786e-06,24.0,118.0
2023-01-04 09:00:00,-8.2708435,-10.44545,14.883156,284.0415,288.26608,102043.94,310720.0,1.2539388e+06,4.7683716e-06,24.0,118.0
2023-01-04 10:00:00,-7.4076843,-10.126144,14.897153,283.8828,287.85336,102070.45,27264.0,1.2007728e+06,6.67572e-06,24.0,118.0
2023-01-04 11:00:00,-7.6656494,-10.813095,14.9355545,283.75867,287.67102,102133.94,0.0,1.2270802e+06,5.722046e-06,24.0,118.0
2023-01-04 12:00:00,-7.3990326,-10.924011,14.740915,283.65396,287.56918,102218.016,0.0,1.2397325e+06,4.2915344e-06,24.0,118.0
2023-01-04 13:00:00,-6.850113,-10.788345,14.555147,283.62125,287.59216,102219.8,0.0,1.2716461e+06,0.0,24.0,118.0
2023-01-04 14:00:00,-6.4234467,-10.376846,14.313474,283.6272,287.62146,102235.81,0.0,1.2286385e+06,0.0,24.0,118.0
2023-01-04 15:00:00,-5.9679413,-10.082657,13.511393,283.6349,287.66364,102241.57,0.0,1.2248049e+06,0.0,24.0,118.0
2023-01-04 16:00:00,-5.7494965,-9.872391,12.848085,283.65436,287.76984,102241.59,0.0,1.2139152e+06,0.0,24.0,118.0
2023-01-04 17:00:00,-5.3009644,-9.6884,12.527891,283.6791,287.8106,102172.19,0.0,1.2337309e+06,4.7683716e-07,24.0,118.0
2023-01-04 18:00:00,-4.990387,-9.497635,12.363754,283.69678,287.8476,102143.56,0.0,1.2430922e+06,0.0,24.0,118.0
2023-01-04 19:00:00,-4.9492645,-9.013153,11.115027,283.73413,287.809,102093.55,0.0,1.1658312e+06,0.0,24.0,118.0
2023-01-04 20:00:00,-5.089142,-8.530487,10.832964,283.80133,287.80774,102101.04,0.0,1.1695744e+06,0.0,24.0,118.0
2023-01-04 21:00:00,-5.3006744,-8.420166,10.485639,283.8794,287.82513,102158.055,0.0,1.1582124e+06,0.0,24.0,118.0
2023-01-04 22:00:00,-4.649597,-8.197281,10.6055355,284.10815,288.0178,102191.41,0.0,1.1989408e+06,0.0,24.0,118.0
2023-01-04 23:00:00,-5.1300964,-8.179398,10.630729,284.1698,288.02072,102246.945,576.0,1.2205548e+06,0.0,24.0,118.0
2023-01-05 00:00:00,-5.114624,-8.047363,10.752955,284.1627,288.10022,102333.28,208640.0,1.2126022e+06,0.0,24.0,118.0
2023-01-05 01:00:00,-4.9361115,-7.9351044,10.985549,284.115,288.3374,102343.19,651776.0,1.2585998e+06,4.7683716e-07,24.0,118.0
2023-01-05 02:00:00,-5.3697357,-8.495697,11.084039,284.18085,288.6875,102365.81,1.172992e+06,1.2394364e+06,0.0,24.0,118.0
2023-01-05 03:00:00,-5.966324,-8.683533,11.439846,284.41895,289.0821,102296.664,1.61472e+06,1.2374575e+06,0.0,24.0,118.0
2023-01-05 04:00:00,-6.686371,-8.681519,11.678728,284.86533,289.51367,102216.47,2.315968e+06,1.1940152e+06,0.0,24.0,118.0
2023-01-05 05:00:00,-7.5569153,-8.211533,11.573883,285.3766,289.7396,102077.39,2.281856e+06,1.1503625e+06,0.0,24.0,118.0
2023-01-05 06:00:00,-8.519455,-7.6234283,11.069469,285.70306,289.8162,101989.47,2.215232e+06,1.1557014e+06,0.0,24.0,118.0
2023-01-05 07:00:00,-9.13208,-6.824295,11.254777,285.96985,289.8381,101914.97,1.81888e+06,1.1694992e+06,0.0,24.0,118.0
2023-01-05 08:00:00,-9.450607,-6.413208,11.095645,286.14307,289.75848,101922.76,1.2256e+06,1.1502865e+06,0.0,24.0,118.0
2023-01-05 09:00:00,-9.6449585,-6.7966156,11.07523,286.19824,289.6104,101968.72,538112.0,1.1450652e+06,0.0,24.0,118.0
2023-01-05 10:00:00,-9.432556,-6.99527,11.72759,286.00903,289.18127,102028.9,49024.0,1.1375572e+06,0.0,24.0,118.0
2023-01-05 11:00:00,-9.776642,-7.515854,12.618891,285.8964,289.1067,102063.375,0.0,1.1470231e+06,0.0,24.0,118.0
2023-01-05 12:00:00,-9.730545,-8.108475,12.853274,285.91388,288.94647,102133.984,0.0,1.1456276e+06,0.0,24.0,118.0
2023-01-05 13:00:00,-9.041092,-8.34848,12.298818,285.91718,288.77924,102168.266,0.0,1.1287756e+06,0.0,24.0,118.0
2023-01-05 14:00:00,-8.729599,-8.504181,11.759874,285.89587,288.65778,102224.39,0.0,1.1296068e+06,0.0,24.0,118.0
2023-01-05 15:00:00,-7.9071503,-8.78363,11.311212,285.86206,288.57367,102203.86,0.0,1.1215466e+06,0.0,24.0,118.0
2023-01-05 16:00:00,-6.955841,-8.943085,10.812209,285.79376,288.52325,102190.3,0.0,1.1258498e+06,0.0,24.0,118.0
2023-01-05 17:00:00,-5.8892975,-8.827805,10.249028,285.72488,288.47534,102146.39,0.0,1.1222042e+06,0.0,24.0,118.0
2023-01-05 18:00:00,-5.315628,-8.771423,9.55831,285.6705,288.44446,102106.164,0.0,1.130337e+06,0.0,24.0,118.0
2023-01-05 19:00:00,-4.7644653,-8.534073,9.804624,285.62827,288.40582,102075.305,0.0,1.1283589e+06,0.0,24.0,118.0
2023-01-05 20:00:00,-4.219742,-8.242874,9.368039,285.58972,288.39203,102060.59,0.0,1.1307955e+06,0.0,24.0,118.0
2023-01-05 21:00:00,-3.9891205,-7.7321167,8.955929,285.5707,288.40274,102082.45,0.0,1.1397528e+06,0.0,24.0,118.0
2023-01-05 22:00:00,-3.416916,-6.9949646,8.314391,285.64505,288.39227,102163.66,0.0,1.1540865e+06,0.0,24.0,118.0
2023-01-05 23:00:00,-3.1351624,-6.9461517,7.9199524,285.64496,288.3863,102163.414,640.0,1.1557725e+06,0.0,24.0,118.0
2023-01-06 00:00:00,-2.889618,-7.0190125,7.635777,285.64935,288.4526,102230.61,228352.0,1.1701254e+06,0.0,24.0,118.0
2023-01-06 01:00:00,-2.8587189,-6.6597137,7.55717,285.59485,288.71732,102268.58,843008.0,1.1466598e+06,0.0,24.0,118.0
2023-01-06 02:00:00,-3.3072815,-6.29158,7.4909534,285.49774,289.1723,102267.53,1.578624e+06,1.1202818e+06,0.0,24.0,118.0
2023-01-06 03:00:00,-4.0222626,-5.95961,7.3856983,285.6129,289.57,102253.586,2.096192e+06,1.1089665e+06,0.0,24.0,118.0
2023-01-06 04:00:00,-5.3023834,-5.0278625,6.9318104,285.70453,289.84082,102168.414,2.414528e+06,1.1112352e+06,0.0,24.0,118.0
2023-01-06 05:00:00,-6.591217,-4.342087,7.106721,285.81396,289.8797,102000.42,2.473664e+06,1.115024e+06,0.0,24.0,118.0
2023-01-06 06:00:00,-7.79628,-3.5427704,7.919868,285.82428,289.77142,101907.64,2.2608e+06,1.1201815e+06,0.0,24.0,118.0
2023-01-06 07:00:00,-8.933151,-2.8429108,8.733181,285.8406,289.4595,101831.59,1.7568e+06,1.1577474e+06,0.0,24.0,118.0
2023-01-06 08:00:00,-9.234833,-2.9984283,9.159671,285.91498,289.17764,101832.875,1.174528e+06,1.1462342e+06,0.0,24.0,118.0
2023-01-06 09:00:00,-9.075806,-3.787613,9.099276,285.95776,289.0562,101833.016,525824.0,1.1427935e+06,0.0,24.0,118.0
2023-01-06 10:00:00,-7.6616974,-4.3579865,9.074059,286.15012,289.2533,101886.09,49536.0,1.147754e+06,0.0,24.0,118.0
2023-01-06 11:00:00,-7.344803,-5.0039062,9.291395,286.19254,289.2269,101936.39,0.0,1.1365195e+06,0.0,24.0,118.0
2023-01-06 12:00:00,-6.739517,-5.8738556,9.418099,286.19928,289.1976,101996.05,0.0,1.1265608e+06,0.0,24.0,118.0
2023-01-06 13:00:00,-6.7192535,-6.5466003,9.618276,286.16885,289.10205,102000.555,0.0,1.121841e+06,0.0,24.0,118.0
2023-01-06 14:00:00,-6.9936066,-7.0184326,9.751559,286.08868,288.97424,102031.875,0.0,1.1633242e+06,0.0,24.0,118.0
2023-01-06 15:00:00,-7.113144,-7.5967407,10.217088,286.0089,288.8694,102033.14,0.0,1.2017598e+06,0.0,24.0,118.0
2023-01-06 16:00:00,-7.122101,-7.745407,10.515644,285.91754,288.7849,101997.875,0.0,1.2088015e+06,0.0,24.0,118.0
2023-01-06 17:00:00,-6.852722,-7.434799,10.534936,285.77576,288.714,101969.85,0.0,1.2017058e+06,0.0,24.0,118.0
2023-01-06 18:00:00,-6.511902,-7.603775,10.410082,285.64014,288.66107,101932.47,0.0,1.1896708e+06,0.0,24.0,118.0
2023-01-06 19:00:00,-6.3795166,-7.7770233,9.7366905,285.50873,288.57623,101932.5,0.0,1.1658285e+06,0.0,24.0,118.0
2023-01-06 20:00:00,-6.625931,-8.099533,10.101164,285.38873,288.524,101902.97,0.0,1.1438216e+06,0.0,24.0,118.0
2023-01-06 21:00:00,-6.8359222,-8.566528,10.752277,285.2982,288.41388,101894.56,0.0,1.1475e+06,0.0,24.0,118.0
2023-01-06 22:00:00,-6.8733215,-8.974945,11.2500515,285.27985,288.5829,101896.44,0.0,1.1324504e+06,0.0,24.0,118.0
2023-01-06 23:00:00,-7.009506,-9.235214,11.959781,285.1725,288.48422,102001.95,576.0,1.1247558e+06,0.0,24.0,118.0
2023-01-07 00:00:00,-6.39093,-9.931519,12.55802,285.02014,288.50156,101981.12,261696.0,1.1001255e+06,0.0,24.0,118.0
2023-01-07 01:00:00,-6.000473,-10.379471,13.012097,284.7292,288.60922,102011.78,914368.0,1.090746e+06,0.0,24.0,118.0
2023-01-07 02:00:00,-6.0194855,-10.586075,13.445067,284.2342,288.94928,102027.05,1.59552e+06,1.0762225e+06,0.0,24.0,118.0
2023-01-07 03:00:00,-6.545334,-10.102097,13.427556,283.7332,289.39862,101997.234,2.135424e+06,1.070885e+06,0.0,24.0,118.0
2023-01-07 04:00:00,-7.6203003,-9.44873,13.472097,283.3977,289.7556,101938.55,2.467072e+06,1.0672934e+06,0.0,24.0,118.0
2023-01-07 05:00:00,-8.380325,-8.7582855,13.140115,283.49152,289.87054,101841.41,2.542912e+06,1.066152e+06,0.0,24.0,118.0
2023-01-07 06:00:00,-9.172623,-8.34227,12.699999,283.6988,289.83624,101753.34,2.189952e+06,1.1019411e+06,0.0,24.0,118.0
2023-01-07 07:00:00,-9.932999,-8.4530945,12.834326,283.92566,289.73874,101725.62,1.647232e+06,1.1366045e+06,0.0,24.0,118.0
2023-01-07 08:00:00,-10.281815,-8.586975,13.5034275,284.1482,289.59607,101720.25,1.153216e+06,1.1183521e+06,0.0,24.0,118.0
2023-01-07 09:00:00,-10.328125,-8.861908,13.831762,284.41895,289.40118,101761.516,518784.0,1.1150678e+06,0.0,24.0,118.0
2023-01-07 10:00:00,-9.432922,-9.417618,14.059865,284.33154,289.22363,101803.3,53248.0,1.0961195e+06,0.0,24.0,118.0
2023-01-07 11:00:00,-9.900269,-9.795898,14.793095,284.12622,288.9492,101944.08,0.0,1.106251e+06,0.0,24.0,118.0
2023-01-07 12:00:00,-9.567749,-10.189423,15.227502,283.963,288.62137,101956.0,0.0,1.0885695e+06,0.0,24.0,118.0
2023-01-07 13:00:00,-9.16803,-10.307846,15.135776,283.6727,288.41168,101994.03,0.0,1.1405388e+06,0.0,24.0,118.0
2023-01-07 14:00:00,-8.685211,-10.0312805,14.952377,283.2597,288.19565,102008.3,0.0,1.1574168e+06,0.0,24.0,118.0
2023-01-07 15:00:00,-8.03212,-10.115463,14.473457,282.768,288.04126,102041.95,0.0,1.1596289e+06,0.0,24.0,118.0
2023-01-07 16:00:00,-7.158478,-9.723099,13.937466,282.2603,287.92337,102011.945,0.0,1.1615016e+06,0.0,24.0,118.0
2023-01-07 17:00:00,-6.2854767,-9.378372,13.374296,281.80316,287.85864,101973.86,0.0,1.2406636e+06,0.0,24.0,118.0
2023-01-07 18:00:00,-5.6875763,-9.443405,13.12974,281.48648,287.82626,101928.62,0.0,1.279402e+06,0.0,24.0,118.0
2023-01-07 19:00:00,-5.320984,-9.426514,12.034056,281.24133,287.8059,101923.94,0.0,1.2648799e+06,0.0,24.0,118.0
2023-01-07 20:00:00,-5.4140625,-9.188675,12.016268,281.1119,287.7905,101917.42,0.0,1.2975755e+06,0.0,24.0,118.0
2023-01-07 21:00:00,-5.6445007,-9.062134,12.062275,281.19434,287.7976,101923.28,0.0,1.3547904e+06,0.0,24.0,118.0
2023-01-07 22:00:00,-5.5778656,-10.077835,12.439431,281.37354,288.0304,101913.45,0.0,1.379073e+06,0.0,24.0,118.0
2023-01-07 23:00:00,-5.9707336,-9.875259,12.704058,281.64923,288.00192,101949.97,128.0,1.3674648e+06,1.1920929e-05,24.0,118.0
2023-01-08 00:00:00,-5.4005127,-9.406906,12.711312,281.94092,287.99142,102023.34,52608.0,1.3537756e+06,4.1007996e-05,24.0,118.0
2023-01-08 01:00:00,-5.0518036,-8.988922,12.3562765,282.10315,288.1247,102082.984,311424.0,1.3604482e+06,3.671646e-05,24.0,118.0
2023-01-08 02:00:00,-5.160965,-8.609482,11.788811,282.19202,288.3825,102086.16,501184.0,1.350695e+06,8.106232e-06,24.0,118.0
2023-01-08 03:00:00,-5.327118,-8.364044,11.361765,282.4561,288.78137,102076.0,760640.0,1.3299155e+06,0.0,24.0,118.0
2023-01-08 04:00:00,-5.6644287,-7.7574463,10.888048,282.9167,289.33295,102003.78,1.2608e+06,1.3244215e+06,0.0,24.0,118.0
2023-01-08 05:00:00,-6.014099,-6.8309937,10.248056,283.69684,289.6463,101899.25,1.190144e+06,1.2992572e+06,0.0,24.0,118.0
2023-01-08 06:00:00,-6.6313324,-5.655731,9.503134,284.4516,289.86646,101821.78,1.603264e+06,1.265518e+06,0.0,24.0,118.0
2023-01-08 07:00:00,-7.641861,-4.6867065,8.640696,285.096,289.89264,101775.83,1.363904e+06,1.2355542e+06,0.0,24.0,118.0
2023-01-08 08:00:00,-7.9979553,-4.195984,8.810182,285.5025,289.8781,101769.67,845056.0,1.2715668e+06,0.0,24.0,118.0
